State,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price
Kerala,Ernakulam,Angamaly,Brinjal,Brinjal,FAQ,4000.0,5000.0,4500.0
Kerala,Ernakulam,Angamaly,Cabbage,Cabbage,FAQ,3600.0,4600.0,4100.0
Kerala,Ernakulam,Angamaly,Carrot,Carrot,FAQ,5600.0,6600.0,6100.0
Kerala,Ernakulam,Angamaly,Cauliflower,Cauliflower,FAQ,5000.0,6000.0,5500.0
Kerala,Ernakulam,Angamaly,Cluster beans,Cluster Beans,FAQ,4500.0,5500.0,5000.0
Kerala,Ernakulam,Angamaly,Colacasia,Other,FAQ,4500.0,5500.0,5000.0
Kerala,Ernakulam,Angamaly,Cowpea(Veg),Cowpea (Veg),FAQ,3600.0,4600.0,4100.0
Kerala,Ernakulam,Angamaly,Cucumbar(Kheera),Other,FAQ,3000.0,4000.0,3500.0
Kerala,Ernakulam,Angamaly,Drumstick,Drumstick,FAQ,3000.0,4000.0,3500.0
Kerala,Ernakulam,Angamaly,Garlic,Average,FAQ,16500.0,18500.0,17500.0
Kerala,Ernakulam,Angamaly,Green Chilli,Green Chilly,FAQ,6000.0,8000.0,7000.0
Kerala,Ernakulam,Angamaly,Little gourd (Kundru),Other,FAQ,4000.0,5000.0,4500.0
Kerala,Ernakulam,Angamaly,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,6200.0,7200.0,6700.0
Kerala,Ernakulam,Angamaly,Onion,Big,FAQ,2500.0,3100.0,2800.0
Kerala,Ernakulam,Angamaly,Pineapple,Pine Apple,Medium,6000.0,7000.0,6500.0
Kerala,Ernakulam,Angamaly,Potato,Potato,FAQ,3200.0,4200.0,3700.0
Kerala,Ernakulam,Angamaly,Pumpkin,Pumpkin,FAQ,2500.0,3500.0,3000.0
Kerala,Ernakulam,Angamaly,Snakeguard,Snakeguard,FAQ,3500.0,4500.0,4000.0
Kerala,Ernakulam,Angamaly,Tapioca,Tapioca,FAQ,2000.0,3000.0,2500.0
Kerala,Ernakulam,Moovattupuzha,Amphophalus,Other,FAQ,4700.0,4900.0,4800.0
Kerala,Ernakulam,Moovattupuzha,Ashgourd,Other,FAQ,1600.0,1800.0,1700.0
Kerala,Ernakulam,Moovattupuzha,Banana,Other,Medium,3900.0,4100.0,4000.0
Kerala,Ernakulam,Moovattupuzha,Banana,Palayamthodan,Medium,2400.0,2600.0,2500.0
Kerala,Ernakulam,Moovattupuzha,Banana,Poovan,Medium,6400.0,6600.0,6500.0
Kerala,Ernakulam,Moovattupuzha,Banana - Green,Banana - Green,FAQ,2700.0,2900.0,2800.0
Kerala,Ernakulam,Moovattupuzha,Bhindi(Ladies Finger),Bhindi,FAQ,3400.0,3600.0,3500.0
Kerala,Ernakulam,Moovattupuzha,Bitter gourd,Bitter Gourd,FAQ,5100.0,5300.0,5200.0
Kerala,Ernakulam,Moovattupuzha,Brinjal,Brinjal,FAQ,2400.0,2600.0,2500.0
Kerala,Ernakulam,Moovattupuzha,Coconut Seed,Other,FAQ,2500.0,2700.0,2600.0
Kerala,Ernakulam,Moovattupuzha,Ginger(Green),Green Ginger,FAQ,15400.0,15600.0,15500.0
Kerala,Ernakulam,Moovattupuzha,Onion,Other,FAQ,1900.0,2100.0,2000.0
Kerala,Ernakulam,Moovattupuzha,Pineapple,Pine Apple,Large,3400.0,3600.0,3500.0
Kerala,Ernakulam,Perumbavoor,Amaranthus,Amaranthus,FAQ,2700.0,3700.0,3000.0
Kerala,Ernakulam,Perumbavoor,Arecanut(Betelnut/Supari),Supari,FAQ,34500.0,35500.0,35000.0
Kerala,Ernakulam,Perumbavoor,Ashgourd,Ashgourd,FAQ,2000.0,3000.0,2500.0
Kerala,Ernakulam,Perumbavoor,Banana,Palayamthodan,Medium,2200.0,3200.0,2500.0
Kerala,Ernakulam,Perumbavoor,Banana - Green,Banana - Green,FAQ,5000.0,6000.0,5500.0
Kerala,Ernakulam,Perumbavoor,Bhindi(Ladies Finger),Bhindi,FAQ,3500.0,4500.0,4000.0
Kerala,Ernakulam,Perumbavoor,Bitter gourd,Bitter Gourd,FAQ,5000.0,6000.0,5500.0
Kerala,Ernakulam,Perumbavoor,Black pepper,Garbled,FAQ,52500.0,53500.0,53000.0
Kerala,Ernakulam,Perumbavoor,Bottle gourd,Other,FAQ,2000.0,3000.0,2500.0
Kerala,Ernakulam,Perumbavoor,Brinjal,Brinjal,FAQ,2700.0,3700.0,3000.0
Kerala,Ernakulam,Perumbavoor,Cabbage,Cabbage,FAQ,2500.0,3500.0,3000.0
Kerala,Ernakulam,Perumbavoor,Carrot,Carrot,FAQ,6000.0,7000.0,6500.0
Kerala,Ernakulam,Perumbavoor,Cauliflower,Cauliflower,FAQ,3000.0,4000.0,3500.0
Kerala,Ernakulam,Perumbavoor,Colacasia,Other,FAQ,4800.0,5800.0,5000.0
Kerala,Ernakulam,Perumbavoor,Cucumbar(Kheera),Cucumbar,FAQ,2200.0,3200.0,2500.0
Kerala,Ernakulam,Perumbavoor,Drumstick,Drumstick,FAQ,5500.0,6500.0,6000.0
Kerala,Ernakulam,Perumbavoor,Elephant Yam (Suran),Other,FAQ,3300.0,4300.0,3500.0
Kerala,Ernakulam,Perumbavoor,Field Pea,Field Pea,FAQ,4000.0,5000.0,4500.0
Kerala,Ernakulam,Perumbavoor,Ginger(Dry),Dry,FAQ,26500.0,27500.0,27000.0
Kerala,Ernakulam,Perumbavoor,Ginger(Green),Green Ginger,FAQ,17200.0,18200.0,17500.0
Kerala,Ernakulam,Perumbavoor,Green Chilli,Green Chilly,FAQ,7000.0,8000.0,7500.0
Kerala,Ernakulam,Perumbavoor,Little gourd (Kundru),Other,FAQ,2300.0,3300.0,2500.0
Kerala,Ernakulam,Perumbavoor,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,3000.0,4000.0,3500.0
Kerala,Ernakulam,Perumbavoor,Onion,Onion,FAQ,2000.0,3000.0,2500.0
Kerala,Ernakulam,Perumbavoor,Pineapple,Pine Apple,Medium,3000.0,4000.0,3500.0
Kerala,Ernakulam,Perumbavoor,Potato,Potato,FAQ,2400.0,3400.0,2800.0
Kerala,Ernakulam,Perumbavoor,Pumpkin,Pumpkin,FAQ,2000.0,3000.0,2500.0
Kerala,Ernakulam,Perumbavoor,Snakeguard,Snakeguard,FAQ,2400.0,3400.0,2800.0
Kerala,Ernakulam,Perumbavoor,Tapioca,Tapioca,FAQ,2000.0,3000.0,2500.0
Kerala,Ernakulam,Thrippunithura,Amphophalus,Amphophalus,FAQ,6000.0,7000.0,6200.0
Kerala,Ernakulam,Thrippunithura,Ashgourd,Ashgourd,FAQ,3000.0,4500.0,3200.0
Kerala,Ernakulam,Thrippunithura,Banana,Palayamthodan,Medium,2800.0,4000.0,3000.0
Kerala,Ernakulam,Thrippunithura,Banana,Poovan,Medium,4500.0,8000.0,5000.0
Kerala,Ernakulam,Thrippunithura,Banana - Green,Banana - Green,FAQ,4500.0,6500.0,4700.0
Kerala,Ernakulam,Thrippunithura,Beetroot,Beetroot,FAQ,6000.0,7000.0,6200.0
Kerala,Ernakulam,Thrippunithura,Bhindi(Ladies Finger),Bhindi,FAQ,6000.0,7000.0,6200.0
Kerala,Ernakulam,Thrippunithura,Bitter gourd,Bitter Gourd,FAQ,6000.0,7000.0,6200.0
Kerala,Ernakulam,Thrippunithura,Bottle gourd,Bottle Gourd,FAQ,4000.0,5000.0,4200.0
Kerala,Ernakulam,Thrippunithura,Brinjal,Brinjal,FAQ,5000.0,6000.0,5200.0
Kerala,Ernakulam,Thrippunithura,Cabbage,Cabbage,FAQ,4000.0,5000.0,4200.0
Kerala,Ernakulam,Thrippunithura,Capsicum,Capsicum,FAQ,10000.0,14000.0,11000.0
Kerala,Ernakulam,Thrippunithura,Carrot,Carrot,FAQ,6000.0,7000.0,6200.0
Kerala,Ernakulam,Thrippunithura,Cauliflower,Cauliflower,FAQ,6000.0,7000.0,6200.0
Kerala,Ernakulam,Thrippunithura,Cluster beans,Cluster Beans,FAQ,4000.0,6000.0,4500.0
Kerala,Ernakulam,Thrippunithura,Colacasia,Other,FAQ,5000.0,7000.0,5500.0
Kerala,Ernakulam,Thrippunithura,Cowpea(Veg),Cowpea (Veg),FAQ,5000.0,6000.0,5200.0
Kerala,Ernakulam,Thrippunithura,Cucumbar(Kheera),Cucumbar,FAQ,3000.0,4500.0,3200.0
Kerala,Ernakulam,Thrippunithura,Drumstick,Drumstick,FAQ,4000.0,5000.0,4200.0
Kerala,Ernakulam,Thrippunithura,Ginger(Green),Green Ginger,FAQ,26000.0,30000.0,27000.0
Kerala,Ernakulam,Thrippunithura,Green Chilli,Green Chilly,FAQ,6000.0,10500.0,7000.0
Kerala,Ernakulam,Thrippunithura,Indian Beans (Seam),Other,FAQ,11000.0,11000.0,11000.0
Kerala,Ernakulam,Thrippunithura,Leafy Vegetable,Other,FAQ,4000.0,8000.0,5000.0
Kerala,Ernakulam,Thrippunithura,Lemon,Other,FAQ,8000.0,8000.0,8000.0
Kerala,Ernakulam,Thrippunithura,Little gourd (Kundru),Other,FAQ,6000.0,6600.0,6200.0
Kerala,Ernakulam,Thrippunithura,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,8000.0,8000.0,8000.0
Kerala,Ernakulam,Thrippunithura,Onion,Big,FAQ,3000.0,3000.0,3000.0
Kerala,Ernakulam,Thrippunithura,Pineapple,Pine Apple,Medium,5000.0,7000.0,5200.0
Kerala,Ernakulam,Thrippunithura,Potato,Potato,FAQ,4000.0,4400.0,4000.0
Kerala,Ernakulam,Thrippunithura,Pumpkin,Pumpkin,FAQ,3000.0,4400.0,3200.0
Kerala,Ernakulam,Thrippunithura,Snakeguard,Snakeguard,FAQ,4000.0,5400.0,4200.0
Kerala,Ernakulam,Thrippunithura,Tapioca,Tapioca,FAQ,3000.0,3000.0,3000.0
Kerala,Idukki,Adimali,Amaranthus,Amaranthus,FAQ,4000.0,5000.0,4000.0
Kerala,Idukki,Adimali,Amphophalus,Amphophalus,FAQ,5000.0,6000.0,6000.0
Kerala,Idukki,Adimali,Apple,Apple,Large,20000.0,22000.0,20000.0
Kerala,Idukki,Adimali,Apple,Apple,Medium,12000.0,12000.0,12000.0
Kerala,Idukki,Adimali,Ashgourd,Ashgourd,FAQ,2500.0,3000.0,2500.0
Kerala,Idukki,Adimali,Banana - Green,Banana - Green,FAQ,4000.0,5000.0,4000.0
Kerala,Idukki,Adimali,Beetroot,Beetroot,FAQ,4000.0,5000.0,4000.0
Kerala,Idukki,Adimali,Bhindi(Ladies Finger),Bhindi,FAQ,4000.0,5000.0,4000.0
Kerala,Idukki,Adimali,Bitter gourd,Bitter Gourd,FAQ,6000.0,6000.0,6000.0
Kerala,Idukki,Adimali,Bottle gourd,Bottle Gourd,FAQ,2500.0,3000.0,2500.0
Kerala,Idukki,Adimali,Brinjal,Brinjal,FAQ,4000.0,5000.0,4000.0
Kerala,Idukki,Adimali,Cabbage,Cabbage,FAQ,4000.0,5000.0,4000.0
Kerala,Idukki,Adimali,Carrot,Carrot,FAQ,7000.0,8000.0,7000.0
Kerala,Idukki,Adimali,Cluster beans,Cluster Beans,FAQ,8000.0,10000.0,8000.0
Kerala,Idukki,Adimali,Cocoa,Other,FAQ,5000.0,5000.0,5000.0
Kerala,Idukki,Adimali,Cowpea(Veg),Cowpea (Veg),FAQ,7000.0,0.0,7000.0
Kerala,Idukki,Adimali,Ginger(Green),Green Ginger,FAQ,16000.0,16000.0,16000.0
Kerala,Idukki,Adimali,Grapes,Green,Large,10000.0,10000.0,10000.0
Kerala,Idukki,Adimali,Green Chilli,Green Chilly,FAQ,8000.0,10000.0,8000.0
Kerala,Idukki,Adimali,Mango,Other,Large,5000.0,6000.0,5000.0
Kerala,Idukki,Adimali,Orange,Orange,Large,12000.0,12000.0,12000.0
Kerala,Idukki,Adimali,Pineapple,Pine Apple,Large,8000.0,8000.0,8000.0
Kerala,Idukki,Adimali,Pumpkin,Pumpkin,FAQ,2500.0,3000.0,2500.0
Kerala,Idukki,Adimali,Snakeguard,Snakeguard,FAQ,4000.0,5000.0,4000.0
Kerala,Idukki,Thodupuzha,Banana,Nendra Bale,Medium,3800.0,4000.0,4000.0
Kerala,Idukki,Thodupuzha,Banana,Other,Medium,6600.0,6800.0,6800.0
Kerala,Idukki,Thodupuzha,Banana,Palayamthodan,Medium,1800.0,2000.0,2000.0
Kerala,Idukki,Thodupuzha,Banana,Poovan,Medium,2400.0,2500.0,2500.0
Kerala,Idukki,Thodupuzha,Banana,Robusta,Medium,2000.0,2200.0,2200.0
Kerala,Idukki,Thodupuzha,Beetroot,Other,FAQ,2800.0,3000.0,3000.0
Kerala,Idukki,Thodupuzha,Bitter gourd,Other,FAQ,4000.0,4500.0,4500.0
Kerala,Idukki,Thodupuzha,Black pepper,Garbled,FAQ,55000.0,56000.0,56000.0
Kerala,Idukki,Thodupuzha,Black pepper,Ungrabled,FAQ,52000.0,53000.0,53000.0
Kerala,Idukki,Thodupuzha,Brinjal,Other,FAQ,2600.0,2800.0,2800.0
Kerala,Idukki,Thodupuzha,Cabbage,Other,FAQ,2500.0,3000.0,3000.0
Kerala,Idukki,Thodupuzha,Cardamoms,Other,FAQ,140000.0,150000.0,150000.0
Kerala,Idukki,Thodupuzha,Carrot,Other,FAQ,4500.0,5000.0,5000.0
Kerala,Idukki,Thodupuzha,Cauliflower,Other,FAQ,2500.0,3000.0,3000.0
Kerala,Idukki,Thodupuzha,Cloves,Other,FAQ,92500.0,95000.0,95000.0
Kerala,Idukki,Thodupuzha,Coconut,Big,FAQ,1800.0,2000.0,2000.0
Kerala,Idukki,Thodupuzha,Coconut,Other,FAQ,3000.0,3100.0,3100.0
Kerala,Idukki,Thodupuzha,Coconut Oil,Other,FAQ,16300.0,16500.0,16500.0
Kerala,Idukki,Thodupuzha,Copra,other,FAQ,8500.0,9000.0,8700.0
Kerala,Idukki,Thodupuzha,Cowpea(Veg),Other,FAQ,4500.0,5000.0,5000.0
Kerala,Idukki,Thodupuzha,Cucumbar(Kheera),Cucumbar,FAQ,1000.0,1200.0,1200.0
Kerala,Idukki,Thodupuzha,Cucumbar(Kheera),Other,FAQ,1400.0,1600.0,1600.0
Kerala,Idukki,Thodupuzha,Garlic,Other,FAQ,14000.0,15000.0,15000.0
Kerala,Idukki,Thodupuzha,Green Chilli,Other,FAQ,5000.0,6000.0,6000.0
Kerala,Idukki,Thodupuzha,Little gourd (Kundru),Other,FAQ,2500.0,3000.0,3000.0
Kerala,Idukki,Thodupuzha,Mango (Raw-Ripe),Other,FAQ,3500.0,3800.0,3700.0
Kerala,Idukki,Thodupuzha,Nutmeg,Other,FAQ,26000.0,27000.0,27000.0
Kerala,Idukki,Thodupuzha,Onion,Big,FAQ,2000.0,2100.0,2100.0
Kerala,Idukki,Thodupuzha,Onion,Small,FAQ,6500.0,7000.0,7000.0
Kerala,Idukki,Thodupuzha,Potato,Other,FAQ,2500.0,3000.0,3000.0
Kerala,Idukki,Thodupuzha,Rice,IR-8,FAQ,3600.0,4000.0,3800.0
Kerala,Idukki,Thodupuzha,Rice,Mataa Parboiled,FAQ,4600.0,5000.0,4800.0
Kerala,Idukki,Thodupuzha,Rubber,Other,FAQ,12000.0,12100.0,12100.0
Kerala,Idukki,Thodupuzha,Rubber,RSS-4,FAQ,15000.0,15100.0,15100.0
Kerala,Idukki,Vandiperiyar,Amaranthus,Amaranthus,FAQ,1050.0,1050.0,1050.0
Kerala,Idukki,Vandiperiyar,Apple,Other,Medium,3420.0,3420.0,3420.0
Kerala,Idukki,Vandiperiyar,Ashgourd,Other,FAQ,840.0,840.0,840.0
Kerala,Idukki,Vandiperiyar,Banana,Nendra Bale,Medium,2200.0,2200.0,2200.0
Kerala,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1080.0,1080.0,1080.0
Kerala,Idukki,Vandiperiyar,Bhindi(Ladies Finger),Other,FAQ,1375.0,1375.0,1375.0
Kerala,Idukki,Vandiperiyar,Bitter gourd,Other,FAQ,1000.0,1000.0,1000.0
Kerala,Idukki,Vandiperiyar,Bottle gourd,Bottle Gourd,FAQ,450.0,450.0,450.0
Kerala,Idukki,Vandiperiyar,Brinjal,Other,FAQ,1400.0,1400.0,1400.0
Kerala,Idukki,Vandiperiyar,Cabbage,Other,FAQ,1050.0,1050.0,1050.0
Kerala,Idukki,Vandiperiyar,Carrot,Other,FAQ,1680.0,1680.0,1680.0
Kerala,Idukki,Vandiperiyar,Cauliflower,Other,FAQ,832.0,832.0,832.0
Kerala,Idukki,Vandiperiyar,Cluster beans,Other,FAQ,420.0,420.0,420.0
Kerala,Idukki,Vandiperiyar,Cucumbar(Kheera),Other,FAQ,960.0,960.0,960.0
Kerala,Idukki,Vandiperiyar,Drumstick,Drumstick,FAQ,1040.0,1040.0,1040.0
Kerala,Idukki,Vandiperiyar,Elephant Yam (Suran),Elephant Yam (Suran),FAQ,2040.0,2040.0,2040.0
Kerala,Idukki,Vandiperiyar,French Beans (Frasbean),French Beans (Frasbean),FAQ,2750.0,2750.0,2750.0
Kerala,Idukki,Vandiperiyar,Garlic,Other,FAQ,4200.0,4200.0,4200.0
Kerala,Idukki,Vandiperiyar,Ginger(Green),Other,FAQ,2450.0,2450.0,2450.0
Kerala,Idukki,Vandiperiyar,Green Chilli,Other,FAQ,2125.0,2125.0,2125.0
Kerala,Idukki,Vandiperiyar,Onion,Big,FAQ,1428.0,1428.0,1428.0
Kerala,Idukki,Vandiperiyar,Potato,Other,FAQ,1632.0,1632.0,1632.0
Kerala,Idukki,Vandiperiyar,Pumpkin,Other,FAQ,1080.0,1080.0,1080.0
Kerala,Idukki,Vandiperiyar,Snakeguard,Other,FAQ,800.0,800.0,800.0
Kerala,Idukki,Vandiperiyar,Tapioca,Other,FAQ,1600.0,1600.0,1600.0
Kerala,Kannur,Irikkur,Banana,Other,Medium,5000.0,5000.0,5000.0
Kerala,Kannur,Irikkur,Rubber,Other,FAQ,14900.0,14900.0,14900.0
Kerala,Kannur,Kannur,Banana - Green,Other,FAQ,5000.0,6000.0,5500.0
Kerala,Kannur,Kannur,Black pepper,Other,FAQ,50000.0,60000.0,55000.0
Kerala,Kannur,Kannur,Coconut Oil,Other,FAQ,13800.0,16000.0,15000.0
Kerala,Kannur,Kannur,Onion,Other,FAQ,2200.0,2800.0,2500.0
Kerala,Kannur,Taliparamba,Arecanut(Betelnut/Supari),Other,FAQ,39000.0,40100.0,40000.0
Kerala,Kannur,Taliparamba,Black pepper,Other,FAQ,52500.0,53500.0,53000.0
Kerala,Kannur,Taliparamba,Coconut,Other,FAQ,2500.0,2800.0,2700.0
Kerala,Kannur,Taliparamba,Copra,Copra,FAQ,7700.0,7900.0,7800.0
Kerala,Kannur,Taliparamba,Rubber,Other,FAQ,14900.0,15100.0,15000.0
Kerala,Kasargod,Kanjangadu,Arecanut(Betelnut/Supari),Other,FAQ,37800.0,38800.0,38000.0
Kerala,Kasargod,Kanjangadu,Ashgourd,Ashgourd,FAQ,2000.0,2600.0,2200.0
Kerala,Kasargod,Kanjangadu,Banana,Other,Large,5300.0,6000.0,5500.0
Kerala,Kasargod,Kanjangadu,Banana,Other,Small,5800.0,6500.0,6000.0
Kerala,Kasargod,Kanjangadu,Banana - Green,Banana - Green,FAQ,3000.0,3600.0,3200.0
Kerala,Kasargod,Kanjangadu,Bhindi(Ladies Finger),Bhindi,FAQ,3600.0,4200.0,3800.0
Kerala,Kasargod,Kanjangadu,Bitter gourd,Bitter Gourd,FAQ,5800.0,6600.0,6000.0
Kerala,Kasargod,Kanjangadu,Black pepper,Other,FAQ,49800.0,50600.0,50000.0
Kerala,Kasargod,Kanjangadu,Brinjal,Brinjal,FAQ,3000.0,3600.0,3200.0
Kerala,Kasargod,Kanjangadu,Cabbage,Cabbage,FAQ,2600.0,3200.0,2800.0
Kerala,Kasargod,Kanjangadu,Cauliflower,Cauliflower,FAQ,3600.0,4400.0,3800.0
Kerala,Kasargod,Kanjangadu,Coconut Oil,Other,FAQ,14300.0,14800.0,14500.0
Kerala,Kasargod,Kanjangadu,Coconut Seed,Other,FAQ,2400.0,2800.0,2600.0
Kerala,Kasargod,Kanjangadu,Copra,other,FAQ,7600.0,8200.0,7800.0
Kerala,Kasargod,Kanjangadu,Cowpea(Veg),Cowpea (Veg),FAQ,5800.0,6500.0,6000.0
Kerala,Kasargod,Kanjangadu,Cucumbar(Kheera),Cucumbar,FAQ,1600.0,2200.0,1800.0
Kerala,Kasargod,Kanjangadu,Drumstick,Drumstick,FAQ,3800.0,4500.0,4000.0
Kerala,Kasargod,Kanjangadu,Elephant Yam (Suran),Other,FAQ,5800.0,6600.0,6000.0
Kerala,Kasargod,Kanjangadu,Ginger(Green),Green Ginger,FAQ,17800.0,18600.0,18000.0
Kerala,Kasargod,Kanjangadu,Green Chilli,Green Chilly,FAQ,5800.0,6600.0,6000.0
Kerala,Kasargod,Kanjangadu,Little gourd (Kundru),Other,FAQ,3200.0,3800.0,3400.0
Kerala,Kasargod,Kanjangadu,Onion,Big,FAQ,2200.0,2800.0,2400.0
Kerala,Kasargod,Kanjangadu,Potato,Potato,FAQ,2300.0,2800.0,2500.0
Kerala,Kasargod,Kanjangadu,Pumpkin,Pumpkin,FAQ,1800.0,2400.0,2000.0
Kerala,Kasargod,Kanjangadu,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,4600.0,5400.0,4800.0
Kerala,Kasargod,Kanjangadu,Snakeguard,Snakeguard,FAQ,3800.0,4400.0,4000.0
Kerala,Kasargod,Kanjangadu,Tapioca,Other,FAQ,2800.0,3600.0,3000.0
Kerala,Kasargod,Neeleswaram,Amaranthus,Other,FAQ,2500.0,3500.0,3000.0
Kerala,Kasargod,Neeleswaram,Amphophalus,Other,FAQ,6800.0,7200.0,7000.0
Kerala,Kasargod,Neeleswaram,Arecanut(Betelnut/Supari),Other,FAQ,37500.0,38500.0,38000.0
Kerala,Kasargod,Neeleswaram,Arhar (Tur/Red Gram)(Whole),Other,FAQ,12500.0,12700.0,12600.0
Kerala,Kasargod,Neeleswaram,Banana,Other,Large,6600.0,6800.0,6700.0
Kerala,Kasargod,Neeleswaram,Banana - Green,Other,FAQ,5000.0,5400.0,5200.0
Kerala,Kasargod,Neeleswaram,Beetroot,Other,FAQ,5400.0,5600.0,5500.0
Kerala,Kasargod,Neeleswaram,Bhindi(Ladies Finger),Bhindi,FAQ,5600.0,5800.0,5700.0
Kerala,Kasargod,Neeleswaram,Bitter gourd,Other,FAQ,6800.0,7000.0,6900.0
Kerala,Kasargod,Neeleswaram,Black Gram (Urd Beans)(Whole),Other,FAQ,15000.0,15300.0,15200.0
Kerala,Kasargod,Neeleswaram,Brinjal,Round/Long,FAQ,3800.0,4000.0,3900.0
Kerala,Kasargod,Neeleswaram,Cabbage,Other,FAQ,3200.0,3600.0,3400.0
Kerala,Kasargod,Neeleswaram,Carrot,Other,FAQ,6200.0,6400.0,6300.0
Kerala,Kasargod,Neeleswaram,Coconut,Other,FAQ,2400.0,2600.0,2500.0
Kerala,Kasargod,Neeleswaram,Coconut Oil,Other,FAQ,13500.0,14000.0,13800.0
Kerala,Kasargod,Neeleswaram,Copra,other,FAQ,7400.0,7600.0,7500.0
Kerala,Kasargod,Neeleswaram,Cowpea(Veg),Cowpea (Veg),FAQ,6600.0,6800.0,6700.0
Kerala,Kasargod,Neeleswaram,Cucumbar(Kheera),Other,FAQ,2200.0,2600.0,2400.0
Kerala,Kasargod,Neeleswaram,Drumstick,Other,FAQ,4800.0,5200.0,5000.0
Kerala,Kasargod,Neeleswaram,Lemon,Other,FAQ,4800.0,5200.0,5000.0
Kerala,Kasargod,Neeleswaram,Onion,Big,FAQ,2400.0,2600.0,2500.0
Kerala,Kasargod,Neeleswaram,Potato,Other,FAQ,2800.0,3200.0,3000.0
Kerala,Kasargod,Neeleswaram,Pumpkin,Other,FAQ,2500.0,3500.0,3000.0
Kerala,Kasargod,Neeleswaram,Ridgeguard(Tori),Other,FAQ,6600.0,7000.0,6800.0
Kerala,Kasargod,Neeleswaram,Snakeguard,Other,FAQ,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Amphophalus,Other,FAQ,6800.0,7200.0,7000.0
Kerala,Kollam,Chathanoor,Banana,Banana - Ripe,Medium,5800.0,6200.0,6000.0
Kerala,Kollam,Chathanoor,Banana,Palayamthodan,Medium,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Banana,Poovan,Medium,5600.0,6000.0,5800.0
Kerala,Kollam,Chathanoor,Banana,Red Banana,Medium,6800.0,7200.0,7000.0
Kerala,Kollam,Chathanoor,Banana,Robusta,Medium,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Bhindi(Ladies Finger),Other,FAQ,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Brinjal,Other,FAQ,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Cabbage,Other,FAQ,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Carrot,Other,FAQ,7800.0,8200.0,8000.0
Kerala,Kollam,Chathanoor,Cowpea(Veg),Other,FAQ,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Cucumbar(Kheera),Other,FAQ,5800.0,6200.0,6000.0
Kerala,Kollam,Chathanoor,Drumstick,Other,FAQ,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Green Chilli,Other,FAQ,7800.0,8200.0,8000.0
Kerala,Kollam,Chathanoor,Indian Beans (Seam),Other,FAQ,11800.0,12200.0,12000.0
Kerala,Kollam,Chathanoor,Little gourd (Kundru),Other,FAQ,5800.0,6200.0,6000.0
Kerala,Kollam,Chathanoor,Onion,Other,FAQ,2800.0,3200.0,3000.0
Kerala,Kollam,Chathanoor,Potato,Other,FAQ,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Pumpkin,Other,FAQ,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Snakeguard,Other,FAQ,3800.0,4200.0,4000.0
Kerala,Kollam,Kollam,Amphophalus,Other,FAQ,3000.0,4000.0,3500.0
Kerala,Kollam,Kollam,Ashgourd,Other,FAQ,5000.0,6000.0,5500.0
Kerala,Kollam,Kollam,Banana,Banana - Ripe,Medium,6000.0,7000.0,6500.0
Kerala,Kollam,Kollam,Banana,Palayamthodan,Medium,2000.0,2500.0,2200.0
Kerala,Kollam,Kollam,Banana,Poovan,Medium,4500.0,5500.0,5000.0
Kerala,Kollam,Kollam,Banana,Rasakathai,Medium,4000.0,5000.0,4500.0
Kerala,Kollam,Kollam,Banana - Green,Other,FAQ,6000.0,7000.0,6500.0
Kerala,Kollam,Kollam,Bhindi(Ladies Finger),Other,FAQ,6000.0,7000.0,6500.0
Kerala,Kollam,Kollam,Bitter gourd,Other,FAQ,8000.0,9000.0,8500.0
Kerala,Kollam,Kollam,Bottle gourd,Other,FAQ,3500.0,4000.0,3700.0
Kerala,Kollam,Kollam,Brinjal,Other,FAQ,3000.0,3500.0,3200.0
Kerala,Kollam,Kollam,Colacasia,Other,FAQ,11000.0,12000.0,11500.0
Kerala,Kollam,Kollam,Cowpea(Veg),Other,FAQ,8500.0,9500.0,9000.0
Kerala,Kollam,Kollam,Cucumbar(Kheera),Other,FAQ,5000.0,6000.0,5500.0
Kerala,Kollam,Kollam,Ginger(Green),Other,FAQ,22000.0,23000.0,22500.0
Kerala,Kollam,Kollam,Green Chilli,Other,FAQ,17000.0,18000.0,17500.0
Kerala,Kollam,Kollam,Little gourd (Kundru),Other,FAQ,5000.0,6000.0,5500.0
Kerala,Kollam,Kollam,Long Melon(Kakri),Other,FAQ,3000.0,3500.0,3200.0
Kerala,Kollam,Kollam,Pumpkin,Other,FAQ,2500.0,3000.0,2700.0
